OrderID,OrderLineNumber,ProductID,ProductName,Quantity,UnitPrice,LineTotal,DiscountAmount,TaxAmount
73606716-a5e6-45ab-9da4-878056e6bdd7,1,2011,Coffee Maker,4,379.98,1519.92,0.0,91.2
73606716-a5e6-45ab-9da4-878056e6bdd7,2,2021,Chef Knife,3,179.98,539.94,0.0,32.4
73606716-a5e6-45ab-9da4-878056e6bdd7,3,2051,Ice Cream Bowl,3,49.98,149.94,0.0,9.0
5f44a210-75d6-49d1-a2a6-009b4d01e27b,1,2031,Coffee Mug,2,65.98,131.96,0.0,7.92
5f44a210-75d6-49d1-a2a6-009b4d01e27b,2,2081,Food Storage Set,2,69.98,139.96,0.0,8.4
96aa5a16-dbe2-4174-9d38-574969e7687e,1,2031,Coffee Mug,3,65.98,197.94,0.0,11.88
96aa5a16-dbe2-4174-9d38-574969e7687e,2,2011,Coffee Maker,4,379.98,1519.92,0.0,91.2
96aa5a16-dbe2-4174-9d38-574969e7687e,3,2012,Espresso Machine,3,851.98,2555.94,0.0,153.36
96aa5a16-dbe2-4174-9d38-574969e7687e,4,2041,Serving Platter,4,135.98,543.92,0.0,32.64
bf06286f-f0c4-4e4b-80aa-c5855eaab496,1,2121,Bamboo Cutting Board Set,3,91.98,275.94,0.0,16.56
bf06286f-f0c4-4e4b-80aa-c5855eaab496,2,2101,Measuring Cup Set,4,39.98,159.92,0.0,9.6
d7c967ad-fbf0-4d15-8934-799f21682852,1,2012,Espresso Machine,2,851.98,1703.96,0.0,102.24
d7c967ad-fbf0-4d15-8934-799f21682852,2,2031,Coffee Mug,2,65.98,131.96,0.0,7.92
d7c967ad-fbf0-4d15-8934-799f21682852,3,2012,Espresso Machine,4,851.98,3407.92,0.0,204.48
d7c967ad-fbf0-4d15-8934-799f21682852,4,2091,Spatula,4,25.98,103.92,0.0,6.24
ea948efe-613b-4835-bb2d-9d5d94d7d95b,1,2041,Serving Platter,4,135.98,543.92,0.0,32.64
ea948efe-613b-4835-bb2d-9d5d94d7d95b,2,2081,Food Storage Set,4,69.98,279.92,0.0,16.8
4ea3a8fe-602e-410c-8d36-e8956541e493,1,2011,Coffee Maker,2,379.98,759.96,0.0,45.6
