OrderID,OrderLineNumber,ProductID,ProductName,Quantity,UnitPrice,LineTotal,DiscountAmount,TaxAmount
c8ce54ae-9ab8-400b-8f5f-30b26ef367dd,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
0ece6fb7-b80f-4067-a364-d173e9ea3974,1,1552,TrekMaster Camping Chair,1,74.99,74.99,0.0,6.56
0ece6fb7-b80f-4067-a364-d173e9ea3974,2,1572,MountainDream Sleeping Bag,2,289.99,579.98,0.0,50.75
0ece6fb7-b80f-4067-a364-d173e9ea3974,3,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
0ece6fb7-b80f-4067-a364-d173e9ea3974,4,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
83dad0ce-30a5-41f4-a731-2285b6148c23,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
83dad0ce-30a5-41f4-a731-2285b6148c23,2,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
83dad0ce-30a5-41f4-a731-2285b6148c23,3,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
83dad0ce-30a5-41f4-a731-2285b6148c23,4,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
d62d2013-bb1c-4bf6-97f1-a11b37367a71,1,1562,PowerBurner Camping Stove,2,189.99,379.98,0.0,33.25
d62d2013-bb1c-4bf6-97f1-a11b37367a71,2,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
35847027-bc79-4d0e-81ee-72f414868396,1,1561,EcoFire Camping Stove,1,124.99,124.99,0.0,10.94
35847027-bc79-4d0e-81ee-72f414868396,2,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
35847027-bc79-4d0e-81ee-72f414868396,3,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
35847027-bc79-4d0e-81ee-72f414868396,4,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
a8229d4d-e84b-4af1-a420-a5df6b342ae4,1,1531,Summit Breeze Jacket,1,149.99,149.99,0.0,13.12
a8229d4d-e84b-4af1-a420-a5df6b342ae4,2,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
f4aee235-5df5-4527-9584-34a708b78238,1,1551,BaseCamp Folding Table,1,89.99,89.99,0.0,7.87
6da4f73a-f7ca-4979-97e5-15c37a5a8d24,1,1562,PowerBurner Camping Stove,3,189.99,569.97,0.0,49.87
c5ca391b-8986-4a66-9404-7349d81f5346,1,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
c5ca391b-8986-4a66-9404-7349d81f5346,2,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
75bc6c51-2fcd-4335-a5cf-1fbe6fbef790,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
75bc6c51-2fcd-4335-a5cf-1fbe6fbef790,2,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
75bc6c51-2fcd-4335-a5cf-1fbe6fbef790,3,1563,CompactCook Camping Stove,1,94.99,94.99,0.0,8.31
c28a4d74-10e9-4b37-b938-4054c78dac0f,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
c28a4d74-10e9-4b37-b938-4054c78dac0f,2,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
c28a4d74-10e9-4b37-b938-4054c78dac0f,3,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
c28a4d74-10e9-4b37-b938-4054c78dac0f,4,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
98f10e81-dbb2-40d3-b58d-9c84d09c5853,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
98f10e81-dbb2-40d3-b58d-9c84d09c5853,2,1563,CompactCook Camping Stove,2,94.99,189.98,0.0,16.62
f38e58fc-0d8d-4989-9c8a-df88ecd70f63,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
f38e58fc-0d8d-4989-9c8a-df88ecd70f63,2,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
f38e58fc-0d8d-4989-9c8a-df88ecd70f63,3,1551,BaseCamp Folding Table,3,89.99,269.97,0.0,23.62
f38e58fc-0d8d-4989-9c8a-df88ecd70f63,4,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
82f08d40-2ad9-44a6-9ee6-87cc15392bee,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
82f08d40-2ad9-44a6-9ee6-87cc15392bee,2,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
82f08d40-2ad9-44a6-9ee6-87cc15392bee,3,1572,MountainDream Sleeping Bag,3,289.99,869.97,0.0,76.12
82f08d40-2ad9-44a6-9ee6-87cc15392bee,4,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
b2c15162-a94e-46c4-911d-49885fc9329d,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
b2c15162-a94e-46c4-911d-49885fc9329d,2,1553,Adventure Dining Table,2,149.99,299.98,0.0,26.25
b2c15162-a94e-46c4-911d-49885fc9329d,3,1552,TrekMaster Camping Chair,1,74.99,74.99,0.0,6.56
96ff1d75-41f3-48cd-be95-106f7e8a4013,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
96ff1d75-41f3-48cd-be95-106f7e8a4013,2,1561,EcoFire Camping Stove,2,124.99,249.98,0.0,21.87
22d85253-8804-48cb-9e28-86f038a6aabb,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
24a0f3f7-a7ed-4408-8402-8d2a53f81c36,1,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
24a0f3f7-a7ed-4408-8402-8d2a53f81c36,2,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
8af526f1-5460-4815-85fd-d6ef836a9037,1,1553,Adventure Dining Table,3,149.99,449.97,0.0,39.37
95d3a3c6-c7de-49f3-981a-cd112cfffad6,1,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
99184171-de7f-4e4e-84c5-a8e516c8878b,1,1542,TrailWalker Hiking Shoes,2,129.99,259.98,0.0,22.75
99184171-de7f-4e4e-84c5-a8e516c8878b,2,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
15975cd7-988c-43f1-a32d-9aa4c8519649,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
15975cd7-988c-43f1-a32d-9aa4c8519649,2,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
15975cd7-988c-43f1-a32d-9aa4c8519649,3,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
641f69ef-10f1-4bac-acbf-fd8b4dcc4edf,1,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
641f69ef-10f1-4bac-acbf-fd8b4dcc4edf,2,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
1ea6a655-947f-4aad-bb29-c815612017be,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
1ea6a655-947f-4aad-bb29-c815612017be,2,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
c5cf9e9b-0fb2-4dad-b0d9-a1b1ccee4ee6,1,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
c5cf9e9b-0fb2-4dad-b0d9-a1b1ccee4ee6,2,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
c5cf9e9b-0fb2-4dad-b0d9-a1b1ccee4ee6,3,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
c5cf9e9b-0fb2-4dad-b0d9-a1b1ccee4ee6,4,1561,EcoFire Camping Stove,2,124.99,249.98,0.0,21.87
a120111e-133e-4bcc-adce-2d67eea43a69,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
a120111e-133e-4bcc-adce-2d67eea43a69,2,1542,TrailWalker Hiking Shoes,2,129.99,259.98,0.0,22.75
6c5a515d-68b9-4ab9-a829-55472167f0dd,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
6c5a515d-68b9-4ab9-a829-55472167f0dd,2,1553,Adventure Dining Table,3,149.99,449.97,0.0,39.37
6c5a515d-68b9-4ab9-a829-55472167f0dd,3,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
6c5a515d-68b9-4ab9-a829-55472167f0dd,4,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
27292dfe-6f1d-460a-916f-07b28e712ba5,1,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
27292dfe-6f1d-460a-916f-07b28e712ba5,2,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
27292dfe-6f1d-460a-916f-07b28e712ba5,3,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
27292dfe-6f1d-460a-916f-07b28e712ba5,4,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
3382ca5c-0eb3-4a77-a850-89f995d8d9a0,1,1571,CozyNights Sleeping Bag,3,159.99,479.97,0.0,42.0
518911aa-29c8-4c58-9a25-ebf46f189b9b,1,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
518911aa-29c8-4c58-9a25-ebf46f189b9b,2,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
518911aa-29c8-4c58-9a25-ebf46f189b9b,3,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
3fdf37db-c9d0-47a2-a594-3d3caf125a7d,1,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
3fdf37db-c9d0-47a2-a594-3d3caf125a7d,2,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
3fdf37db-c9d0-47a2-a594-3d3caf125a7d,3,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
ad3dd7c9-7cee-4ad8-bde2-7e031268faa8,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
ad3dd7c9-7cee-4ad8-bde2-7e031268faa8,2,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
34e93d52-8354-494a-90d3-fc9823713244,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
e7be51c9-bce5-4272-9add-a306c8d5f1c5,1,1561,EcoFire Camping Stove,1,124.99,124.99,0.0,10.94
e7be51c9-bce5-4272-9add-a306c8d5f1c5,2,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
e7be51c9-bce5-4272-9add-a306c8d5f1c5,3,1562,PowerBurner Camping Stove,2,189.99,379.98,0.0,33.25
e7be51c9-bce5-4272-9add-a306c8d5f1c5,4,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
1ba3e701-3dc0-4424-b007-5831ddf37262,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
1ba3e701-3dc0-4424-b007-5831ddf37262,2,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
1ba3e701-3dc0-4424-b007-5831ddf37262,3,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
ec992b71-a37d-4eb3-bc0a-c05ef9e02170,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
f440fdf9-86f7-4f40-83ef-54f0e55de351,1,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
f440fdf9-86f7-4f40-83ef-54f0e55de351,2,1563,CompactCook Camping Stove,1,94.99,94.99,0.0,8.31
f440fdf9-86f7-4f40-83ef-54f0e55de351,3,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
f440fdf9-86f7-4f40-83ef-54f0e55de351,4,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
1f1f044f-8b8f-4d46-97e0-72a352973d4f,1,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
1f1f044f-8b8f-4d46-97e0-72a352973d4f,2,1561,EcoFire Camping Stove,3,124.99,374.97,0.0,32.81
1f1f044f-8b8f-4d46-97e0-72a352973d4f,3,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
1f1f044f-8b8f-4d46-97e0-72a352973d4f,4,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
c91bc0f4-2087-44f0-a94f-bcbe29db345a,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
68fb7307-c93c-4996-a5aa-642e121cf2b3,1,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
68fb7307-c93c-4996-a5aa-642e121cf2b3,2,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
68fb7307-c93c-4996-a5aa-642e121cf2b3,3,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
f42b2c6b-36e4-4717-8800-738344855df3,1,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
f42b2c6b-36e4-4717-8800-738344855df3,2,1552,TrekMaster Camping Chair,1,74.99,74.99,0.0,6.56
f42b2c6b-36e4-4717-8800-738344855df3,3,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
9114303f-0552-4c40-8d31-3c0cfeefb998,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
d419fb0e-6a2b-45e0-b6f1-0d7cecd4f05c,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
d419fb0e-6a2b-45e0-b6f1-0d7cecd4f05c,2,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
d8c377d3-d3f2-4cca-bc7f-89d07a1df582,1,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
d8c377d3-d3f2-4cca-bc7f-89d07a1df582,2,1571,CozyNights Sleeping Bag,3,159.99,479.97,0.0,42.0
d8c377d3-d3f2-4cca-bc7f-89d07a1df582,3,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
d8c377d3-d3f2-4cca-bc7f-89d07a1df582,4,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
ad2534d7-d0dc-4b49-825d-4553c5e31314,1,1571,CozyNights Sleeping Bag,2,159.99,319.98,0.0,28.0
ad2534d7-d0dc-4b49-825d-4553c5e31314,2,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
f7065482-f8f3-4366-a696-72b3c82f261c,1,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
f7065482-f8f3-4366-a696-72b3c82f261c,2,1553,Adventure Dining Table,3,149.99,449.97,0.0,39.37
f7065482-f8f3-4366-a696-72b3c82f261c,3,1563,CompactCook Camping Stove,2,94.99,189.98,0.0,16.62
f7065482-f8f3-4366-a696-72b3c82f261c,4,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
a2606b69-7f34-4bcb-bc3b-0ef325f1bb38,1,1561,EcoFire Camping Stove,2,124.99,249.98,0.0,21.87
a2606b69-7f34-4bcb-bc3b-0ef325f1bb38,2,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
a2606b69-7f34-4bcb-bc3b-0ef325f1bb38,3,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
28a6aa6a-bec9-4dd1-8d0b-c01b595a39b5,1,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
28a6aa6a-bec9-4dd1-8d0b-c01b595a39b5,2,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
258ee7ac-19b6-48bc-a64c-345e43665438,1,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
0e649de5-99d4-4a02-b261-b75901f91443,1,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
0e649de5-99d4-4a02-b261-b75901f91443,2,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
0e649de5-99d4-4a02-b261-b75901f91443,3,1562,PowerBurner Camping Stove,1,189.99,189.99,0.0,16.62
3964b508-2260-40de-b5a3-0eb6eddd1e04,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
3964b508-2260-40de-b5a3-0eb6eddd1e04,2,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
3964b508-2260-40de-b5a3-0eb6eddd1e04,3,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
939c8ce0-744b-4757-8a66-7938e80171b8,1,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
58186e89-1b1e-42b9-ab46-d0fd41836b9b,1,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
58186e89-1b1e-42b9-ab46-d0fd41836b9b,2,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
58186e89-1b1e-42b9-ab46-d0fd41836b9b,3,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
58186e89-1b1e-42b9-ab46-d0fd41836b9b,4,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
6eef7643-412f-4f92-99d9-6854afe92ab5,1,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
6eef7643-412f-4f92-99d9-6854afe92ab5,2,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
6eef7643-412f-4f92-99d9-6854afe92ab5,3,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
6eef7643-412f-4f92-99d9-6854afe92ab5,4,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
93602a0f-61a3-4029-bbc3-eed01614b5f6,1,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
93602a0f-61a3-4029-bbc3-eed01614b5f6,2,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
93602a0f-61a3-4029-bbc3-eed01614b5f6,3,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
93602a0f-61a3-4029-bbc3-eed01614b5f6,4,1551,BaseCamp Folding Table,2,89.99,179.98,0.0,15.75
e3d0bc03-c490-4ba3-8d7f-3fa3015c6500,1,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
e3d0bc03-c490-4ba3-8d7f-3fa3015c6500,2,1553,Adventure Dining Table,1,149.99,149.99,0.0,13.12
122ed267-877b-482f-943e-7eaf589ab5cc,1,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
122ed267-877b-482f-943e-7eaf589ab5cc,2,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
122ed267-877b-482f-943e-7eaf589ab5cc,3,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
122ed267-877b-482f-943e-7eaf589ab5cc,4,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
5b5d1fff-957d-4df4-b4b8-0dc7b46f6518,1,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
36fb8e91-791f-4153-9539-a081637bf87f,1,1562,PowerBurner Camping Stove,2,189.99,379.98,0.0,33.25
1aa5dd8c-2807-4845-8341-71f0d1df93b2,1,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
1aa5dd8c-2807-4845-8341-71f0d1df93b2,2,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
1aa5dd8c-2807-4845-8341-71f0d1df93b2,3,1572,MountainDream Sleeping Bag,3,289.99,869.97,0.0,76.12
d5af2cdc-5dd3-4f3b-acae-0de6c946bc66,1,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
d5af2cdc-5dd3-4f3b-acae-0de6c946bc66,2,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
03103ea7-00e2-4a9b-b052-c0eba2da506b,1,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
03103ea7-00e2-4a9b-b052-c0eba2da506b,2,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
03103ea7-00e2-4a9b-b052-c0eba2da506b,3,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
5b9c14be-da42-4c41-971a-f180e73ef10a,1,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
122a204c-411f-4ad3-96e4-96779eec81dd,1,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
122a204c-411f-4ad3-96e4-96779eec81dd,2,1551,BaseCamp Folding Table,1,89.99,89.99,0.0,7.87
122a204c-411f-4ad3-96e4-96779eec81dd,3,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
c8a66df6-f89d-4ce8-817c-d9cc500bb5e0,1,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
c8a66df6-f89d-4ce8-817c-d9cc500bb5e0,2,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
c8a66df6-f89d-4ce8-817c-d9cc500bb5e0,3,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
c8a66df6-f89d-4ce8-817c-d9cc500bb5e0,4,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
833004c5-7922-4414-81ef-99c4f0c8d712,1,1571,CozyNights Sleeping Bag,3,159.99,479.97,0.0,42.0
