OrderID,SalesChannelID,OrderNumber,CustomerID,CustomerAccountID,OrderDate,OrderStatus,SubTotal,TaxAmount,OrderTotal,PaymentMethod,IsoCurrencyCode,CreatedBy
8b6d2542-aa10-474c-af9f-0fe2acac1b94,Ski,S300000,CID-001,CA-0926,2025-09-24,Completed,3539.94,309.74,3849.68,AmEx,USD,SampleGen
c65dde9e-18cd-4cce-808b-8b758856a0bf,Ski,S300001,CID-001,CA-0926,2025-09-27,Completed,949.97,83.12,1033.09,AmEx,USD,SampleGen
3472ae2f-2e4b-4c34-b771-582ee9e230c1,Ski,S300002,CID-001,CA-0926,2026-01-13,Cancelled,119.98,10.5,130.48,MC,USD,SampleGen
3e908326-9ccb-473c-b3c7-1c3e2f7f4591,Ski,S300003,CID-002,CA-0927,2025-12-16,Completed,2229.96,195.12,2425.08,VISA,USD,SampleGen
0b350610-db86-4880-a895-132222083b14,Ski,S300004,CID-002,CA-0927,2025-10-26,Completed,1429.97,125.12,1555.09,MC,USD,SampleGen
5f9aff7d-1ac8-412c-b7a6-a883fee2ffd9,Ski,S300005,CID-003,CA-0928,2026-04-13,Shipped,619.97,54.25,674.22,VISA,USD,SampleGen
8f6c8f29-5a5c-4a2c-955c-1ebfac070c4b,Ski,S300006,CID-003,CA-0928,2025-03-20,Completed,1119.97,98.0,1217.97,AmEx,USD,SampleGen
980f2ff7-3e30-4466-9547-81bfe1b3af09,Ski,S300007,CID-004,CA-0929,2026-04-20,Completed,949.95,83.12,1033.07,VISA,USD,SampleGen
e3f8f210-a71b-4fcb-8f1b-d785b6bbb674,Ski,S300008,CID-004,CA-0929,2025-04-03,Completed,569.97,49.87,619.84,AmEx,USD,SampleGen
1884b995-de03-41ff-acc0-432c52a6deac,Ski,S300009,CID-005,CA-0930,2026-01-08,Pending,2249.96,196.86,2446.82,PayPal,USD,SampleGen
eeb26e00-e831-450c-9932-b0ce6615064f,Ski,S300010,CID-005,CA-0930,2025-12-21,Completed,359.98,31.5,391.48,MC,USD,SampleGen
38a60749-9ea6-4f5c-aeb7-b82b4beea9d5,Ski,S300011,CID-006,CA-0931,2025-03-22,Pending,189.99,16.62,206.61,MC,USD,SampleGen
20e49826-336e-42f1-88ec-ca4999fc5456,Ski,S300012,CID-006,CA-0931,2025-08-27,Completed,1849.96,161.87,2011.83,AmEx,USD,SampleGen
3f746d35-9d3d-48be-ae54-4216796df490,Ski,S300013,CID-006,CA-0931,2025-05-15,Completed,899.96,78.75,978.71,MC,USD,SampleGen
de458652-dcd2-4cde-863d-c6080fe061cc,Ski,S300014,CID-007,CA-0932,2026-04-18,Completed,789.97,69.12,859.09,VISA,USD,SampleGen
97b30300-2b0d-47f5-a945-368c19c6e2a0,Ski,S300015,CID-008,CA-0933,2025-11-15,Completed,1449.97,126.87,1576.84,AmEx,USD,SampleGen
2066a88a-4d5c-4e84-96da-dfc2246792d8,Ski,S300016,CID-008,CA-0933,2025-10-14,Completed,2089.94,182.87,2272.81,VISA,USD,SampleGen
5fbe64e7-27a1-4eb0-a594-ae2d24242b07,Ski,S300017,CID-008,CA-0933,2025-12-30,Completed,2099.96,183.75,2283.71,VISA,USD,SampleGen
1fdaadff-ed1b-4262-a032-c4350d679c39,Ski,S300018,CID-008,CA-0933,2025-11-24,Completed,3599.94,315.0,3914.94,VISA,USD,SampleGen
5b63b9f8-32a1-4558-95dd-2062c6440ff3,Ski,S300019,CID-008,CA-0933,2025-11-27,Completed,3059.94,267.75,3327.69,PayPal,USD,SampleGen
a8aae055-8cfc-4569-a05f-b510af4b92e3,Ski,S300020,CID-009,CA-0934,2025-03-25,Completed,399.99,35.0,434.99,MC,USD,SampleGen
2bc34b46-13b0-49df-a0f1-c5acdc8b4e2f,Ski,S300021,CID-010,CA-0935,2025-07-18,Completed,889.96,77.87,967.83,AmEx,USD,SampleGen
24784a55-bc53-44cc-8b0a-8de0777b1d81,Ski,S300022,CID-010,CA-0935,2025-03-11,Completed,789.96,69.12,859.08,Discover,USD,SampleGen
f8c50b36-8fd1-43a9-bad6-9449d5692825,Ski,S300023,CID-010,CA-0935,2026-03-01,Completed,1199.94,105.0,1304.94,MC,USD,SampleGen
af91995b-8c16-4c8e-896c-a8243435a3af,Ski,S300024,CID-010,CA-0935,2025-03-21,Pending,1909.94,167.12,2077.06,MC,USD,SampleGen
81b20e8d-b65e-4217-90c0-42a77de8004d,Ski,S300025,CID-010,CA-0935,2025-01-10,Completed,2629.94,230.12,2860.06,MC,USD,SampleGen
f16df708-759e-426d-ae92-790442e4df85,Ski,S300026,CID-010,CA-0935,2025-02-09,Completed,2099.94,183.74,2283.68,VISA,USD,SampleGen
c7b0baa0-e826-4c97-b57e-5b94762fada4,Ski,S300027,CID-010,CA-0935,2025-12-18,Cancelled,499.98,43.75,543.73,MC,USD,SampleGen
fdf7bce1-782c-419d-99a2-43bc17a1b482,Ski,S300028,CID-010,CA-0935,2025-04-15,Completed,349.99,30.62,380.61,MC,USD,SampleGen
2c0e3a8d-a13b-43e7-98cb-6cea54bee63f,Ski,S300029,CID-010,CA-0935,2026-04-03,Completed,1959.96,171.5,2131.46,VISA,USD,SampleGen
c3a07583-5b92-4d0b-972d-46bfb142de8d,Ski,S300030,CID-010,CA-0935,2025-10-25,Cancelled,2099.96,183.75,2283.71,MC,USD,SampleGen
1884125c-2f2a-410e-a9e9-75c74a456da6,Ski,S300031,CID-010,CA-0935,2025-09-21,Completed,649.99,56.87,706.86,VISA,USD,SampleGen
e1c4a218-9d72-4784-b6fc-4d0eebcb265c,Ski,S300032,CID-011,CA-0936,2025-04-16,Pending,1799.96,157.5,1957.46,PayPal,USD,SampleGen
5d6643e2-f226-42a8-9b5a-98de5748c2fa,Ski,S300033,CID-011,CA-0936,2026-03-04,Completed,2249.96,196.87,2446.83,Discover,USD,SampleGen
94c9648d-4922-43e4-99bc-26789cbe8e41,Ski,S300034,CID-012,CA-0937,2025-08-03,Shipped,759.96,66.5,826.46,MC,USD,SampleGen
fe516c34-1603-427d-965e-adf4e4e3a3e5,Ski,S300035,CID-012,CA-0937,2025-10-18,Completed,1459.97,127.75,1587.72,MC,USD,SampleGen
95023716-dffe-4534-8101-ba4179db89c6,Ski,S300036,CID-013,CA-0938,2025-07-24,Completed,2019.96,176.74,2196.7,PayPal,USD,SampleGen
40f00e2f-814b-405e-b8b8-7f0405661a65,Ski,S300037,CID-013,CA-0938,2026-01-31,Shipped,2119.96,185.5,2305.46,MC,USD,SampleGen
571cbef7-f16b-4c87-9105-150895177fce,Ski,S300038,CID-014,CA-0939,2025-08-08,Completed,1229.96,107.62,1337.58,MC,USD,SampleGen
151eeb37-f796-4abc-8ba8-d11368f33a56,Ski,S300039,CID-014,CA-0939,2025-11-25,Pending,1099.97,96.25,1196.22,VISA,USD,SampleGen
0f33e41d-da26-4af6-8848-8c448d9b9431,Ski,S300040,CID-015,CA-0940,2025-11-24,Completed,1199.98,105.0,1304.98,MC,USD,SampleGen
366a239c-ba0c-47c9-a52f-43862ba0e16a,Ski,S300041,CID-016,CA-0941,2025-01-30,Completed,579.99,50.75,630.74,MC,USD,SampleGen
9fb70b22-e507-4941-afe8-ee508f0175a1,Ski,S300042,CID-016,CA-0941,2025-04-27,Completed,699.96,61.25,761.21,Discover,USD,SampleGen
7d3f528a-ce0e-4b71-a07b-55801e1bffed,Ski,S300043,CID-017,CA-0942,2026-01-04,Completed,2779.97,243.25,3023.22,MC,USD,SampleGen
15c2cded-e3c5-435a-8afc-35b94dcabb42,Ski,S300044,CID-017,CA-0942,2026-03-03,Completed,719.96,63.0,782.96,VISA,USD,SampleGen
29032105-ab70-400c-86d2-d89ac74da763,Ski,S300045,CID-017,CA-0942,2025-10-21,Pending,699.96,61.25,761.21,PayPal,USD,SampleGen
87fa6ca8-d7a1-43be-9932-f26b3cecb9a9,Ski,S300046,CID-017,CA-0942,2026-03-30,Completed,689.95,60.37,750.32,MC,USD,SampleGen
615bc463-9d1b-4635-b0bd-ab9b64ff8697,Ski,S300047,CID-017,CA-0942,2025-11-05,Completed,879.96,77.0,956.96,MC,USD,SampleGen
ddca17b9-ff91-4a63-b8bb-593896a1f0c1,Ski,S300048,CID-017,CA-0942,2025-12-23,Completed,3599.95,315.0,3914.95,Discover,USD,SampleGen
12761dd4-6f7b-4185-85bc-77ba3e4c033d,Ski,S300049,CID-018,CA-0943,2025-11-24,Completed,3029.96,265.12,3295.08,AmEx,USD,SampleGen
26c3fe12-bf4e-46da-b164-e25e04f8d889,Ski,S300050,CID-018,CA-0943,2025-10-11,Pending,1749.94,153.12,1903.06,AmEx,USD,SampleGen
