OrderID,OrderLineNumber,ProductID,ProductName,Quantity,UnitPrice,LineTotal,DiscountAmount,TaxAmount
7b9fc693-e87e-43a6-a771-2bf0201b6af8,1,3033,Women's Performance Ski Boots,1,579.99,579.99,0.0,50.75
7b9fc693-e87e-43a6-a771-2bf0201b6af8,2,3021,Nordic Classic XC Skis - 185cm,1,349.99,349.99,0.0,30.62
7b9fc693-e87e-43a6-a771-2bf0201b6af8,3,3081,All-Temp Ski Wax Kit,2,79.99,159.98,0.0,14.0
7b9fc693-e87e-43a6-a771-2bf0201b6af8,4,3104,Ski Tuning Bench - Portable,1,189.99,189.99,0.0,16.62
bee6cc51-2d3d-4281-8637-e7ef0b8417ce,1,3081,All-Temp Ski Wax Kit,2,79.99,159.98,0.0,14.0
f78841cc-baa1-4ca2-a795-79cb7583837e,1,3042,Aluminum All-Mountain Poles - 115cm,1,99.99,99.99,0.0,8.75
f78841cc-baa1-4ca2-a795-79cb7583837e,2,3092,All-Mountain Snowboard - 158cm,2,799.99,1599.98,0.0,140.0
d76c1ea6-2cc2-4411-96ed-8469273c48fe,1,3031,Pro Flex Racing Ski Boots,1,649.99,649.99,0.0,56.87
d76c1ea6-2cc2-4411-96ed-8469273c48fe,2,3011,Alpine Pro Racing Skis - 170cm,1,1299.99,1299.99,0.0,113.75
ac481cdd-89e8-452e-afef-dfda6e6d8689,1,3104,Ski Tuning Bench - Portable,1,189.99,189.99,0.0,16.62
ac481cdd-89e8-452e-afef-dfda6e6d8689,2,3072,Hand Warmers - 10 Pack,2,14.99,29.98,0.0,2.62
ac481cdd-89e8-452e-afef-dfda6e6d8689,3,3012,Mountain Master All-Terrain Skis - 165cm,2,899.99,1799.98,0.0,157.5
ac481cdd-89e8-452e-afef-dfda6e6d8689,4,3081,All-Temp Ski Wax Kit,1,79.99,79.99,0.0,7.0
202cae5b-70f8-4e6f-8dbf-916e13681640,1,3082,Edge Tuning Tool Set,1,119.99,119.99,0.0,10.5
202cae5b-70f8-4e6f-8dbf-916e13681640,2,3101,Winter Boots - Insulated,2,159.99,319.98,0.0,28.0
202cae5b-70f8-4e6f-8dbf-916e13681640,3,3082,Edge Tuning Tool Set,1,119.99,119.99,0.0,10.5
d0b06676-74fa-48ea-ace3-48270321474c,1,3091,Freestyle Snowboard - 155cm,1,649.99,649.99,0.0,56.87
d0b06676-74fa-48ea-ace3-48270321474c,2,3021,Nordic Classic XC Skis - 185cm,2,349.99,699.98,0.0,61.25
d0b06676-74fa-48ea-ace3-48270321474c,3,3104,Ski Tuning Bench - Portable,1,189.99,189.99,0.0,16.62
d0b06676-74fa-48ea-ace3-48270321474c,4,3051,Insulated Ski Jacket - Men's,2,299.99,599.98,0.0,52.5
6061371d-73e8-4efc-a2f6-50826a63492d,1,3053,Waterproof Ski Pants,1,249.99,249.99,0.0,21.87
6061371d-73e8-4efc-a2f6-50826a63492d,2,3051,Insulated Ski Jacket - Men's,2,299.99,599.98,0.0,52.5
6061371d-73e8-4efc-a2f6-50826a63492d,3,3104,Ski Tuning Bench - Portable,2,189.99,379.98,0.0,33.25
44a97a2f-cb8a-4a13-99be-672bb13bd53c,1,3104,Ski Tuning Bench - Portable,2,189.99,379.98,0.0,33.25
44a97a2f-cb8a-4a13-99be-672bb13bd53c,2,3103,Snowboard Bindings - Pro,1,299.99,299.99,0.0,26.25
44a97a2f-cb8a-4a13-99be-672bb13bd53c,3,3052,Thermal Base Layer Set - Women's,2,149.99,299.98,0.0,26.25
7575f997-a32a-499b-b333-e72007aa6897,1,3011,Alpine Pro Racing Skis - 170cm,2,1299.99,2599.98,0.0,227.5
dabc36f7-237c-4163-ba63-31464a82fc68,1,3013,Beginner's Choice Alpine Skis - 160cm,2,449.99,899.98,0.0,78.75
c387446a-fc53-43be-aa00-ffd57ce3fc68,1,3032,Comfort Fit Recreational Boots,2,399.99,799.98,0.0,70.0
c387446a-fc53-43be-aa00-ffd57ce3fc68,2,3061,Professional Ski Helmet,2,199.99,399.98,0.0,35.0
c387446a-fc53-43be-aa00-ffd57ce3fc68,3,3051,Insulated Ski Jacket - Men's,2,299.99,599.98,0.0,52.5
c387446a-fc53-43be-aa00-ffd57ce3fc68,4,3031,Pro Flex Racing Ski Boots,2,649.99,1299.98,0.0,113.75
1ff7571a-8243-473e-b088-74028dd6ebe0,1,3052,Thermal Base Layer Set - Women's,1,149.99,149.99,0.0,13.12
1ff7571a-8243-473e-b088-74028dd6ebe0,2,3051,Insulated Ski Jacket - Men's,1,299.99,299.99,0.0,26.25
1ff7571a-8243-473e-b088-74028dd6ebe0,3,3032,Comfort Fit Recreational Boots,1,399.99,399.99,0.0,35.0
1ff7571a-8243-473e-b088-74028dd6ebe0,4,3051,Insulated Ski Jacket - Men's,1,299.99,299.99,0.0,26.25
80d90f52-cc02-4ecf-9802-c79198b10e4d,1,3102,Winter Hiking Boots - Waterproof,1,249.99,249.99,0.0,21.87
80d90f52-cc02-4ecf-9802-c79198b10e4d,2,3103,Snowboard Bindings - Pro,2,299.99,599.98,0.0,52.5
80d90f52-cc02-4ecf-9802-c79198b10e4d,3,3081,All-Temp Ski Wax Kit,2,79.99,159.98,0.0,14.0
5c6ff87e-a054-4edc-b437-c08f8bfc5c87,1,3052,Thermal Base Layer Set - Women's,1,149.99,149.99,0.0,13.12
5c6ff87e-a054-4edc-b437-c08f8bfc5c87,2,3032,Comfort Fit Recreational Boots,2,399.99,799.98,0.0,70.0
5c6ff87e-a054-4edc-b437-c08f8bfc5c87,3,3042,Aluminum All-Mountain Poles - 115cm,2,99.99,199.98,0.0,17.5
139b5c4e-604c-47a5-94fb-3c740aeb6d0b,1,3103,Snowboard Bindings - Pro,1,299.99,299.99,0.0,26.25
139b5c4e-604c-47a5-94fb-3c740aeb6d0b,2,3092,All-Mountain Snowboard - 158cm,1,799.99,799.99,0.0,70.0
139b5c4e-604c-47a5-94fb-3c740aeb6d0b,3,3103,Snowboard Bindings - Pro,1,299.99,299.99,0.0,26.25
139b5c4e-604c-47a5-94fb-3c740aeb6d0b,4,3103,Snowboard Bindings - Pro,1,299.99,299.99,0.0,26.25
a4b6347f-7123-4cdc-b974-a5974d9db12a,1,3012,Mountain Master All-Terrain Skis - 165cm,2,899.99,1799.98,0.0,157.5
