PaymentID,InvoiceID,CustomerID,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
446f82d3-7927-43cd-a019-111677e7a16c,INV-73606716-a5e6-45ab-9da4-878056e6bdd7,CID-001,2025-01-13,2342.4,VISA,Completed,SampleGen
86b85235-5ce8-49df-801e-75189853fd92,INV-5f44a210-75d6-49d1-a2a6-009b4d01e27b,CID-001,2025-02-19,288.24,VISA,Completed,SampleGen
ef2a5f8f-316f-40ae-9e1e-3bbc2d6f5eb7,INV-96aa5a16-dbe2-4174-9d38-574969e7687e,CID-001,2025-02-10,5106.8,PayPal,Completed,SampleGen
3b206905-0603-4bef-9b7c-a66c2bb65fd3,INV-bf06286f-f0c4-4e4b-80aa-c5855eaab496,CID-001,2025-03-30,462.02,MC,Completed,SampleGen
c9b33741-c386-47ce-a8a5-873f793f571e,INV-d7c967ad-fbf0-4d15-8934-799f21682852,CID-001,2025-04-15,5668.64,VISA,Completed,SampleGen
9b4ce137-14d4-4d2e-95c8-3652313bec5c,INV-ea948efe-613b-4835-bb2d-9d5d94d7d95b,CID-001,2025-04-20,873.28,Discover,Completed,SampleGen
67008b3a-142a-4042-a33f-73b6b5b308fe,INV-4ea3a8fe-602e-410c-8d36-e8956541e493,CID-001,2025-05-22,2090.08,VISA,Completed,SampleGen
43469eaf-80e3-4145-8052-a487b410dc49,INV-9985fb2a-0ccc-4640-a390-64800df3f839,CID-001,2025-05-31,6224.16,AmEx,Completed,SampleGen
a8ed606b-3daa-47cb-90a0-2482d9413327,INV-285ae808-2029-40af-b4c7-37a35e3ba31e,CID-001,2025-05-06,7809.8,MC,Completed,SampleGen
09f58e57-fc09-4dd8-b276-06cc1f350d64,INV-4b0f494f-a7c0-40fa-86f4-9ec4df994c51,CID-001,2025-06-23,500.2,Discover,Completed,SampleGen
c2b849f2-ac2e-4a30-a3a1-3a36c270af62,INV-d61bc932-7e88-4ba5-bb96-59aec4736b5b,CID-001,2025-06-05,1314.16,Discover,Completed,SampleGen
a767e683-0f56-4b27-93f8-9055e98839f7,INV-da42aea9-8d23-4170-b0d8-d31e3e29e286,CID-001,2025-06-25,4663.8,VISA,Completed,SampleGen
