InvoiceID,InvoiceNumber,CustomerID,OrderID,InvoiceDate,DueDate,SubTotal,TaxAmount,TotalAmount,InvoiceStatus,CreatedBy
390e0572-d13e-4737-bc69-e664ee3f30d7,IN-F100000,CID-001,8cbe052b-8ba8-4858-9f75-23b2e6de7a46,2025-01-10,2025-01-10,179.98,15.75,195.73,Issued,SampleGen
fc0e279f-0350-4228-a9b3-8af5d8e1481c,IN-F100001,CID-001,b67b2a4a-58d9-4b93-bbce-25eba68a906c,2025-02-27,2025-02-27,554.96,48.56,603.52,Issued,SampleGen
8d5e143d-3582-4012-8ad9-31806ff89109,IN-F100002,CID-001,4a6b6b5e-91b3-40dd-9b81-f1e7042b34ca,2025-03-18,2025-03-18,2459.93,215.24,2675.17,Issued,SampleGen
a3e42e8b-6c4e-46cb-8108-40a24fd9723f,IN-F100003,CID-001,28c581b6-9105-4774-8dac-d4b8e3425137,2025-04-08,2025-04-08,514.96,45.06,560.02,Issued,SampleGen
a6f11f89-7db2-4274-a8b8-8b55227b81f7,IN-F100004,CID-001,f518f7a7-42eb-406a-a9e3-cba44860aff2,2025-05-23,2025-05-23,1169.93,102.37,1272.3,Issued,SampleGen
3552bead-db60-4023-be71-413805b08d9a,IN-F100005,CID-001,9e2acac7-4071-4730-bc19-43bdaac3b248,2025-06-17,2025-06-17,219.99,19.25,239.24,Issued,SampleGen
ff5b168e-5b16-4ecc-ad7b-36a915bddf9f,IN-F100006,CID-001,7697bb68-2408-4861-a162-6cf2d7560462,2025-07-14,2025-07-14,1029.94,90.12,1120.06,Issued,SampleGen
7561062b-9c8a-4f8e-8b4a-4d13a10ac321,IN-F100007,CID-001,078ea290-2b6e-4440-85e0-cbd1c5903ce7,2025-08-11,2025-08-11,449.97,39.37,489.34,Issued,SampleGen
75f425aa-e9a1-4797-9e5c-921e75cf4e2e,IN-F100008,CID-001,0773994e-bfe4-42f0-a74f-2aa00c13c368,2025-09-16,2025-09-16,379.98,33.25,413.23,Issued,SampleGen
865f9441-3787-4c9c-a0e3-391412ece1e7,IN-F100009,CID-001,ed2f89c8-7726-4f06-bdaa-86d16561b7f1,2025-10-28,2025-10-28,2159.91,188.99,2348.9,Issued,SampleGen
7b87828c-fa43-42d1-a071-fa514dbe4f94,IN-F100010,CID-001,dcfc5a8f-4937-447b-9a05-be5c0ae60edd,2025-11-26,2025-11-26,1469.95,128.62,1598.57,Issued,SampleGen
e19fb435-8896-495c-8e97-d6adc7304d17,IN-F100011,CID-001,169e22b6-42c3-4398-bcdb-6351a69ca3b5,2025-12-28,2025-12-28,959.94,84.0,1043.94,Issued,SampleGen
b7488d52-e66d-4bb6-bb9e-01ec7c004c6e,IN-F100012,CID-001,462d0c79-4156-4414-8383-22adce8c51ff,2026-01-26,2026-01-26,329.97,28.87,358.84,Issued,SampleGen
de2e59a9-8aa8-4d2a-a914-cf9ad6646abf,IN-F100013,CID-001,be512e8d-bd91-4fb3-8b0a-ca5974ee04ae,2026-03-01,2026-03-01,1089.93,95.37,1185.3,Issued,SampleGen
ae96de40-b8c6-407d-b643-9e940be896b1,IN-F100014,CID-001,44330fc5-8e10-44df-ba1a-acc506950b19,2026-03-19,2026-03-19,1209.93,105.87,1315.8,Issued,SampleGen
9552a929-96d8-4e12-a9ee-01f750ab2e27,IN-F100015,CID-001,6146f288-a475-411f-abdb-910ebf5736a2,2026-04-17,2026-04-17,89.99,7.87,97.86,Issued,SampleGen
e4d7f312-c319-44a9-a9ba-7bf3e2733e5c,IN-F100016,CID-002,3ad60de5-a9c6-448d-8528-55f7708e29e7,2025-01-26,2025-01-26,2159.92,188.99,2348.91,Issued,SampleGen
2428e0a9-81f9-4c4d-87a6-c2168abfdc7e,IN-F100017,CID-002,27eeaba0-6681-4494-8d51-5d5945ba1fa6,2025-02-23,2025-02-23,949.95,83.12,1033.07,Issued,SampleGen
f50ac178-666b-42fa-8e58-a43f1daa9b65,IN-F100018,CID-002,0cbdd629-56e2-4af6-8e5d-44b91b2c03ab,2025-03-29,2025-03-29,314.96,27.55,342.51,Issued,SampleGen
5a4ad3d8-8f94-43d1-8b97-ddd30c229af4,IN-F100019,CID-002,d4c16e60-9475-4ff7-9684-3764696f7c4d,2025-04-12,2025-04-12,179.98,15.75,195.73,Issued,SampleGen
d0faefdc-b7f7-48af-82b5-be9590e0f5e6,IN-F100020,CID-002,75af5874-f0a4-4341-8913-2410c0dea3af,2025-05-05,2025-05-05,159.98,14.0,173.98,Issued,SampleGen
48190c9d-6ad0-434f-b5ef-3966778b6b2e,IN-F100021,CID-002,a929f0ed-d75c-465e-826b-5e78c60b3531,2025-06-24,2025-06-24,1239.93,108.49,1348.42,Issued,SampleGen
613aa5aa-7a12-4a2e-b05e-a0f9bd02859d,IN-F100022,CID-002,0d599cf1-6cf4-4117-b7b7-808c454543b4,2025-07-20,2025-07-20,184.98,16.18,201.16,Issued,SampleGen
d52cdca5-df45-4e2a-966f-ba584280c86e,IN-F100023,CID-002,0185db3e-1975-495a-b7f6-96cde8e8ab04,2025-08-11,2025-08-11,1439.92,125.99,1565.91,Issued,SampleGen
a655a5c2-add8-494e-b4ff-165aa579f57c,IN-F100024,CID-002,2e8d60cb-22ec-4112-96ee-adf03d6f229a,2025-09-25,2025-09-25,509.95,44.62,554.57,Issued,SampleGen
948855b0-1e9e-42de-9ac6-8d87d2caf7e9,IN-F100025,CID-002,e31011a5-1424-4a22-a656-3f911d89d5df,2025-10-13,2025-10-13,2429.93,212.62,2642.55,Issued,SampleGen
e2b895f4-09f1-4811-a29e-eb45d3ff2a95,IN-F100026,CID-002,ab2bb785-7b66-42ef-a9ae-59c5baed8cf2,2025-11-12,2025-11-12,929.97,81.36,1011.33,Issued,SampleGen
f00f673e-18f1-4355-b518-3080f39e6b01,IN-F100027,CID-002,e1bae51c-ef27-4227-b4a4-f83a35c4d7b3,2025-12-12,2025-12-12,329.99,28.87,358.86,Issued,SampleGen
2374cd61-e626-4382-a6b6-f4270f50b455,IN-F100028,CID-002,b42f3388-b777-4bf0-bf72-35821c2faa6e,2026-02-01,2026-02-01,1059.96,92.74,1152.7,Issued,SampleGen
1d908b8d-7621-4c5a-b7b7-0844efe4f366,IN-F100029,CID-002,588630f1-47db-4d83-8eef-d245fa8d3287,2026-02-03,2026-02-03,689.95,60.37,750.32,Issued,SampleGen
e55e5be6-c886-42f8-beb7-cbdf55e9b086,IN-F100030,CID-002,69acd468-c52f-44c4-a569-a55020baaa9f,2026-03-14,2026-03-14,1319.96,115.5,1435.46,Issued,SampleGen
a3862d90-1a12-4cbb-8d00-dbdcc5c41b51,IN-F100031,CID-002,524d93a7-f5b6-4395-9239-12b1b69cea83,2026-04-14,2026-04-14,159.98,14.0,173.98,Issued,SampleGen
3b1ab306-594c-4691-822a-158bf0b01d3e,IN-F100032,CID-003,8e6d4d35-99dc-4c14-870d-162730e49f25,2025-01-17,2025-01-17,1039.96,90.99,1130.95,Issued,SampleGen
eca93db7-e595-4cc3-85f6-1aade8b81739,IN-F100033,CID-003,d0133b60-ac26-46cb-9d63-e988e530de79,2025-02-27,2025-02-27,1379.91,120.74,1500.65,Issued,SampleGen
0be81c4d-a0cc-4df7-a714-b3c89521c3c3,IN-F100034,CID-003,240afe60-6bb8-48c8-b813-6014a95fced6,2025-04-01,2025-04-01,349.97,30.62,380.59,Issued,SampleGen
0dd6f7f7-52b7-42cc-9af9-535b4c6a32dc,IN-F100035,CID-003,17c9c6d7-647a-479c-9060-3d66c8722240,2025-04-21,2025-04-21,959.95,84.0,1043.95,Issued,SampleGen
192f33d0-e409-432d-a0c3-c6274298c3eb,IN-F100036,CID-003,65503958-ea74-4ba7-b1e6-e98bb46f637c,2025-06-01,2025-06-01,1829.91,160.11,1990.02,Issued,SampleGen
608c59b6-560d-46b3-acb9-8a20813f8c63,IN-F100037,CID-003,21d49ae8-09f8-49a4-80af-7fa3fb69f7cf,2025-06-11,2025-06-11,3309.9,289.61,3599.51,Issued,SampleGen
73de88ac-bdbd-42b4-8607-92e5eb2d9f04,IN-F100038,CID-003,e70a524c-9b79-46f4-9511-78971fe9cf44,2025-07-07,2025-07-07,419.98,36.74,456.72,Issued,SampleGen
b3352855-3fdb-4445-9446-df54410194c0,IN-F100039,CID-003,87ee5db5-0dc4-4eee-9c74-959ff17f76cd,2025-08-06,2025-08-06,149.98,13.12,163.1,Issued,SampleGen
4b9dacf2-1400-48cd-a494-a9dd30619f5a,IN-F100040,CID-003,0aee23d6-655b-4e31-b17e-4db3d9b3a16f,2025-09-20,2025-09-20,1979.9,173.24,2153.14,Issued,SampleGen
348e2080-d47d-4e72-bdd7-620c8eccb174,IN-F100041,CID-003,3ac18e7d-3f4c-4ef9-af52-5b100134a747,2025-10-11,2025-10-11,774.95,67.8,842.75,Issued,SampleGen
741befbe-009c-4376-bb57-198b824bb2c0,IN-F100042,CID-003,50efa7ef-3082-464f-ac33-6dd6640fcea4,2025-11-23,2025-11-23,79.99,7.0,86.99,Issued,SampleGen
33f424f4-091a-4232-8bee-b8091648f126,IN-F100043,CID-003,62980fcc-f9b8-48d0-92d2-2d9b3a39aecd,2025-12-23,2025-12-23,839.96,73.5,913.46,Issued,SampleGen
ce64dfb5-fa6f-4383-b488-fc6fdc3ce7ec,IN-F100044,CID-003,b0045ece-4b94-481b-b753-d5d02be1a781,2026-01-14,2026-01-14,1119.93,97.99,1217.92,Issued,SampleGen
f050d40a-b4e4-4136-b2c3-9a9a842f5ffb,IN-F100045,CID-003,8d1e2fd7-3970-4a2b-9a4f-290c9629e534,2026-02-03,2026-02-03,969.93,84.86,1054.79,Issued,SampleGen
0b422f20-34c9-4a15-ae98-1f8f7686e753,IN-F100046,CID-003,b310dfb3-0baa-4378-9d0e-cf617906ee08,2026-03-22,2026-03-22,1219.92,106.74,1326.66,Issued,SampleGen
f500616c-cb6b-4a22-860c-d2969e491277,IN-F100047,CID-003,7687512c-8bef-4352-aec7-4b6d9738a92a,2026-04-19,2026-04-19,569.96,49.87,619.83,Issued,SampleGen
49cb9609-53b4-47d0-9bcc-d69839db07b4,IN-F100048,CID-004,a024a436-f7c7-4fcb-851d-9e59345800d7,2025-01-02,2025-01-02,829.97,72.62,902.59,Issued,SampleGen
30692981-5f02-43b2-9cb6-9a3ba3f7f1c5,IN-F100049,CID-004,5d79772b-9875-470e-8c32-29a4d56a7031,2025-02-24,2025-02-24,1944.93,170.18,2115.11,Issued,SampleGen
045b1ab3-b8aa-4039-a6f6-676fb88fe582,IN-F100050,CID-004,2440e642-b247-40bd-9fe6-df79a7bfaa90,2025-03-28,2025-03-28,1699.94,148.74,1848.68,Issued,SampleGen
b5e15aaf-c528-4bcc-92e3-bda02ee10ed8,IN-F100051,CID-004,e2f69c68-52c7-4f79-bb8a-d23e6a94e0d0,2025-04-28,2025-04-28,1499.95,131.24,1631.19,Issued,SampleGen
5365011d-eba0-4e51-847b-d6cb776355ee,IN-F100052,CID-004,0325d2ca-595c-495f-892e-340c4806fd5a,2025-05-31,2025-05-31,959.97,83.99,1043.96,Issued,SampleGen
6b841ab7-b758-4178-8832-52835f1b10e2,IN-F100053,CID-004,fd2be01a-eb46-42c5-8130-f8db1aaf1c11,2025-06-05,2025-06-05,449.99,39.37,489.36,Issued,SampleGen
f3b2df64-418f-4356-8e26-fd3e0fab9772,IN-F100054,CID-004,2b2d9f7a-ee4b-44a8-bb45-5beaf6205d2d,2025-07-13,2025-07-13,629.96,55.13,685.09,Issued,SampleGen
af869e5b-f5a3-48fd-8761-a9a4c154319d,IN-F100055,CID-004,1d0f5241-9bda-4f8c-845e-315826e220df,2025-08-14,2025-08-14,839.9,73.49,913.39,Issued,SampleGen
b899cb05-d3ab-44cb-8cab-90b81c4b541d,IN-F100056,CID-004,39ab65f8-c674-4bcd-aead-2bd098a26013,2025-09-26,2025-09-26,1859.91,162.74,2022.65,Issued,SampleGen
df711fa7-b54c-4ea3-aca4-7f55e0416023,IN-F100057,CID-004,b537130a-dfe9-4273-8d08-ce5581c563d4,2025-10-13,2025-10-13,899.98,78.75,978.73,Issued,SampleGen
294fa6d0-3216-4584-a93e-6b01ca7b635b,IN-F100058,CID-004,12801854-0d7f-42c0-88e1-49fb5d43fd68,2025-11-02,2025-11-02,964.91,84.42,1049.33,Issued,SampleGen
feb9e08a-0553-4087-8c9d-65725225ba4f,IN-F100059,CID-004,43961ac7-7629-4961-859a-9b5b666b87b6,2025-12-10,2025-12-10,429.95,37.62,467.57,Issued,SampleGen
d43ab214-d8fc-4b0a-930d-22f386fd2004,IN-F100060,CID-004,31b50e36-a9aa-4b53-ba2f-e939eb6785ce,2026-01-21,2026-01-21,1099.92,96.25,1196.17,Issued,SampleGen
baf54146-603c-4fb1-ae22-7cbfdabf2d26,IN-F100061,CID-004,14a35bc9-8c27-41e8-a220-31c723d6d834,2026-02-06,2026-02-06,169.99,14.87,184.86,Issued,SampleGen
cf1049bc-7734-45e5-bd00-0bd29acc5ad8,IN-F100062,CID-004,5ef7ecb8-15c7-47a8-b30d-0682e638a577,2026-03-16,2026-03-16,829.95,72.61,902.56,Issued,SampleGen
064a1a1d-3da6-401c-9529-2ddd7ee97af4,IN-F100063,CID-004,25d0af8c-c539-4c20-a921-ef1cc881e903,2026-04-25,2026-04-25,1069.92,93.62,1163.54,Issued,SampleGen
cd137f31-39f4-443d-93bc-b283228c4eb7,IN-F100064,CID-005,13abca84-4a35-486d-b87e-479eede31c45,2025-01-05,2025-01-05,179.98,15.75,195.73,Issued,SampleGen
61b6bb8c-5533-4bf1-a79f-e83e67f2babc,IN-F100065,CID-005,35e238ba-1146-4627-a2fa-a0203c8ffd4f,2025-02-14,2025-02-14,299.96,26.24,326.2,Issued,SampleGen
6977cccc-a52e-4960-ad55-ae574291f0c5,IN-F100066,CID-005,e08bce42-dc23-452b-b405-f3409faf472f,2025-03-21,2025-03-21,1929.93,168.86,2098.79,Issued,SampleGen
03dd5a70-f526-42a0-8c82-7212344dcc02,IN-F100067,CID-005,3cbba7a2-192f-4fa8-b18b-ef37f305049f,2025-04-20,2025-04-20,884.94,77.43,962.37,Issued,SampleGen
a75b8876-0c0a-4f69-8ddd-3efa3c2c3271,IN-F100068,CID-005,344f4b1b-45d5-46f1-9970-daaea6cdbd81,2025-06-01,2025-06-01,654.97,57.3,712.27,Issued,SampleGen
e2f08cfb-f53e-4fc3-9e80-a3cdf9dfd8c2,IN-F100069,CID-005,41410976-b903-48ec-97c1-ba5ef906aaf5,2025-06-09,2025-06-09,539.98,47.24,587.22,Issued,SampleGen
77cc20f9-dd20-4910-a037-f30973debcc0,IN-F100070,CID-005,1e8ca3a0-2c87-4a13-8f90-05dd3f6678f6,2025-07-20,2025-07-20,1029.96,90.11,1120.07,Issued,SampleGen
b3ec1e9e-0204-4ab2-8414-167f15f23625,IN-F100071,CID-005,3b703d6e-a2e0-45ab-95d9-8ed712c495a8,2025-08-02,2025-08-02,159.98,14.0,173.98,Issued,SampleGen
36af372e-1ce2-491c-a62f-e849bcab4bc4,IN-F100072,CID-005,f34c04fa-aa73-4d02-b87f-d0598f87e3dd,2025-09-10,2025-09-10,1689.9,147.87,1837.77,Issued,SampleGen
f9bfe6f8-af3d-4ed2-8c59-189a962ccb6a,IN-F100073,CID-005,c16da796-a13e-47e8-bb6c-972eab9ad6fd,2025-10-06,2025-10-06,719.96,62.99,782.95,Issued,SampleGen
4996fcf8-5081-4f76-97b6-0aa5a7726ed5,IN-F100074,CID-005,4ae559c9-fca2-4a07-bd2b-ba18e6da45a5,2025-11-08,2025-11-08,759.95,66.49,826.44,Issued,SampleGen
9a353a01-98c7-4ac4-bbb6-70661df031b8,IN-F100075,CID-005,a3864398-e75c-4046-b15c-3ba72cbaac70,2025-12-28,2025-12-28,899.96,78.74,978.7,Issued,SampleGen
a114d144-84ef-4cd3-9bbe-bb3b72245b3f,IN-F100076,CID-005,ae48157a-71a0-4544-84f3-ca11a3d54ecf,2026-01-05,2026-01-05,369.97,32.37,402.34,Issued,SampleGen
66f82f37-d78d-4a01-9593-3e1d43211024,IN-F100077,CID-005,c63064a7-2e48-4cce-8125-98a8d1d82173,2026-02-08,2026-02-08,1249.91,109.37,1359.28,Issued,SampleGen
fda45fca-1f66-4265-81bc-003588574e3c,IN-F100078,CID-005,3fc91868-d27d-4310-bd9b-6930e6f3f08f,2026-03-17,2026-03-17,1524.91,133.42,1658.33,Issued,SampleGen
a1f05dd4-ff95-4151-9e94-bcb22f1ac2fc,IN-F100079,CID-005,702009c5-7b6b-4824-8b8e-c09474f4cae8,2026-04-08,2026-04-08,579.96,50.75,630.71,Issued,SampleGen
1c51f190-7e92-449d-a544-13a199924905,IN-F100080,CID-006,6c034c2f-b4dc-42c9-80d1-70c8e277921a,2025-01-20,2025-01-20,1439.94,125.99,1565.93,Issued,SampleGen
91f37647-58ea-452d-a3ea-7c740bb5d29b,IN-F100081,CID-006,5ed3601e-5d77-4022-951d-260ca1a15dd4,2025-02-12,2025-02-12,2059.93,180.24,2240.17,Issued,SampleGen
c7375fd9-5f1b-4b59-99e2-233e848f7c98,IN-F100082,CID-006,a57e8066-e501-4f61-b666-898636fa38ca,2025-03-02,2025-03-02,659.98,57.75,717.73,Issued,SampleGen
fc138f3e-fd64-4278-92e5-f3654e30cfc4,IN-F100083,CID-006,a77ff7e2-d43b-4d46-9646-88efa5af9af4,2025-04-16,2025-04-16,939.95,82.24,1022.19,Issued,SampleGen
eb22a3d9-14e8-403e-8416-d222b32bed33,IN-F100084,CID-006,53ddae8c-8f40-46f6-80db-3ec494c28fa5,2025-05-09,2025-05-09,1849.9,161.87,2011.77,Issued,SampleGen
1c32cf89-a94b-4f01-9d3e-775a8aa1624a,IN-F100085,CID-006,21cf0494-3cf9-4e02-8016-e038514b6e37,2025-06-20,2025-06-20,1639.92,143.5,1783.42,Issued,SampleGen
646fe69a-b5cb-4292-a804-b59c2f611f50,IN-F100086,CID-006,9ba3f93d-bd22-46d4-a59e-1a810f207b00,2025-07-10,2025-07-10,79.99,7.0,86.99,Issued,SampleGen
b0c4ebc9-6c0b-4a28-91aa-99cf70a855af,IN-F100087,CID-006,0888b724-bad7-40a6-9cfc-dc061815472a,2025-08-11,2025-08-11,1654.93,144.81,1799.74,Issued,SampleGen
07db14c1-13f7-442e-a1cb-3a4e159c3108,IN-F100088,CID-006,d349b1ae-739e-4c3e-9907-77c6267b88bc,2025-09-03,2025-09-03,989.96,86.62,1076.58,Issued,SampleGen
bb7c8e9a-03b1-45c3-ab81-f483452525a8,IN-F100089,CID-006,6950130a-0eb6-44ec-80a8-7c71c4348fbd,2025-10-29,2025-10-29,1999.92,174.99,2174.91,Issued,SampleGen
baf03e8a-a030-4a64-9ffa-e7fcc602aaf6,IN-F100090,CID-006,fbbf9f27-dc07-44b3-aea3-5846150e0def,2025-11-14,2025-11-14,149.98,13.12,163.1,Issued,SampleGen
612f8d1a-bd3b-4cde-832f-d5afe013bc48,IN-F100091,CID-006,24e74cd0-895a-4c42-a74b-88e74651c3c8,2025-12-12,2025-12-12,884.93,77.43,962.36,Issued,SampleGen
f989239b-6b1b-4704-98a2-cfc1fd5763b6,IN-F100092,CID-006,f6bdb589-d7f3-4cf2-9f12-c2fbc58a2adb,2026-01-20,2026-01-20,659.96,57.74,717.7,Issued,SampleGen
650b2f51-3ea6-48ac-b6f7-d45ab0b7bd73,IN-F100093,CID-006,72d3b1fd-05b2-4610-9cf6-033bd5aa6e92,2026-02-20,2026-02-20,579.98,50.75,630.73,Issued,SampleGen
3318b80f-e954-4548-b81f-6c35edf1e7dc,IN-F100094,CID-006,341fba1a-3b90-4581-88fd-2bdfc70e0a89,2026-03-08,2026-03-08,2129.91,186.36,2316.27,Issued,SampleGen
542ed7cd-5d99-4836-b76f-a413175e745e,IN-F100095,CID-006,d95cc0e1-4a11-45c2-b286-b41ecd4441af,2026-04-14,2026-04-14,734.96,64.3,799.26,Issued,SampleGen
ba192c46-d804-4056-a593-d772e2a3f598,IN-F100096,CID-007,914e5db9-129d-4dd6-ac8e-b04a0caf77f5,2025-01-20,2025-01-20,969.91,84.86,1054.77,Issued,SampleGen
479418e6-eba5-4b7d-ae99-af48575c77c3,IN-F100097,CID-007,64b21432-a3e7-4848-9f13-7147116beb5a,2025-02-17,2025-02-17,569.95,49.87,619.82,Issued,SampleGen
a7c0ca98-bc7a-4df6-8ae4-7cec0182a541,IN-F100098,CID-007,ffddf568-963e-4951-8278-62806e8ff40e,2025-03-25,2025-03-25,269.97,23.62,293.59,Issued,SampleGen
4eb4c44f-cd25-44ab-b597-adb6b608a246,IN-F100099,CID-007,7cf2bb13-e553-41d1-92f1-c637edf90a8f,2025-04-21,2025-04-21,1009.93,88.37,1098.3,Issued,SampleGen
0e01e188-6a28-472a-93d9-19053e5abed1,IN-F100100,CID-007,cb1cac17-4657-4552-bf88-982e034a5c22,2025-05-23,2025-05-23,1339.94,117.24,1457.18,Issued,SampleGen
f82faf80-d0c3-4b36-9bdc-905e3338bd2a,IN-F100101,CID-007,f0cbe543-4aba-47ca-bac6-7a8b0c7aa2ce,2025-06-09,2025-06-09,389.97,34.12,424.09,Issued,SampleGen
70bf5186-4e44-413f-8984-472c88b66628,IN-F100102,CID-007,855473ae-ab7f-4f43-8247-b8695a363806,2025-08-01,2025-08-01,1479.92,129.5,1609.42,Issued,SampleGen
f9557583-3b68-49d5-9906-d10b5fc48d1d,IN-F100103,CID-007,c5061e9e-ebd0-4132-a7ac-496cb0669b4c,2025-08-16,2025-08-16,809.96,70.87,880.83,Issued,SampleGen
9734a0f7-7378-4aa6-ac78-a51d4d370395,IN-F100104,CID-007,0ff5f5d2-49c3-4db4-b6fb-b5801adc1d22,2025-09-20,2025-09-20,659.98,57.75,717.73,Issued,SampleGen
bd394b30-25a0-4145-960b-87c250f0af76,IN-F100105,CID-007,fc603905-d4fe-4115-9b0b-1278c080f1f6,2025-10-05,2025-10-05,529.96,46.37,576.33,Issued,SampleGen
9628fa9e-51a6-4b54-b4d7-927592266576,IN-F100106,CID-007,f0db159e-2abb-494c-9b92-32b1e534b365,2025-11-08,2025-11-08,909.95,79.62,989.57,Issued,SampleGen
82c267ec-e662-4597-8670-8639ceeb90a0,IN-F100107,CID-007,7fc0827a-bc62-4826-b1b0-a77a15f727c3,2025-12-06,2025-12-06,74.99,6.56,81.55,Issued,SampleGen
041f4271-7179-421a-875b-84083282cfc6,IN-F100108,CID-007,a3546c93-2a74-41f4-97ce-773d5611619e,2026-01-07,2026-01-07,499.97,43.75,543.72,Issued,SampleGen
63492057-c014-403f-9ddc-112888898d57,IN-F100109,CID-007,69836665-1e5b-4498-b7ec-a8d284aac68d,2026-02-02,2026-02-02,909.95,79.62,989.57,Issued,SampleGen
d5e1b64e-8f9b-44d1-b546-2ae85cacbde1,IN-F100110,CID-007,376c52e1-9315-43b9-8d39-8832e837aaa8,2026-03-13,2026-03-13,2349.91,205.61,2555.52,Issued,SampleGen
154b4efd-4f50-4c8f-92f3-0cb90f4860cd,IN-F100111,CID-007,e6b3b345-e50e-43ff-8aa6-88215d36b7e7,2026-04-30,2026-04-30,304.97,26.69,331.66,Issued,SampleGen
f5a77abd-df8d-46c3-834c-df84c1604bc1,IN-F100112,CID-008,f1813273-9a37-4a06-adaa-3cb729775a97,2025-01-10,2025-01-10,479.97,42.0,521.97,Issued,SampleGen
422daf2d-ab27-49e8-9575-a4146c5e12a1,IN-F100113,CID-008,5cfeaf2f-ef17-4df4-af17-345b91f8d5d0,2025-02-28,2025-02-28,299.98,26.25,326.23,Issued,SampleGen
e4f6f2c9-f237-4f08-82c9-3c3ec6fea8a4,IN-F100114,CID-008,b8e183ee-a908-4faa-9b32-9363c9bdac89,2025-03-26,2025-03-26,819.95,71.75,891.7,Issued,SampleGen
14eff375-7b3f-4d5f-b88f-e70e1f5830e3,IN-F100115,CID-008,5032c6f6-8b73-42f2-8543-39f1b3c8695a,2025-04-21,2025-04-21,1269.92,111.11,1381.03,Issued,SampleGen
be31f8a5-a226-4e49-bc5e-1243445ff99f,IN-F100116,CID-008,6db27781-5b2e-441e-8565-9fea47f822ad,2025-05-21,2025-05-21,149.99,13.12,163.11,Issued,SampleGen
3781e6fd-7c14-4943-869f-05b4c74c961c,IN-F100117,CID-008,895bcf3f-2870-452b-9ff8-9884ca0645b1,2025-06-21,2025-06-21,1229.93,107.62,1337.55,Issued,SampleGen
