PaymentID,InvoiceID,CustomerID,PaymentDate,PaymentAmount,PaymentMethod,PaymentStatus,CreatedBy
26c655c8-0614-41bb-8951-56330ba51f9d,390e0572-d13e-4737-bc69-e664ee3f30d7,CID-001,2025-01-10,195.73,VISA,Completed,SampleGen
1339e923-e1f0-4b10-8fab-63bf78ca6692,fc0e279f-0350-4228-a9b3-8af5d8e1481c,CID-001,2025-02-27,603.52,VISA,Completed,SampleGen
f6bd43e8-622a-4242-b8c5-9d0524c7fbd8,8d5e143d-3582-4012-8ad9-31806ff89109,CID-001,2025-03-18,2675.17,VISA,Completed,SampleGen
64d2598b-0550-4b81-8e27-50016ef2b213,a3e42e8b-6c4e-46cb-8108-40a24fd9723f,CID-001,2025-04-08,560.02,PayPal,Completed,SampleGen
508b1ea4-d8cf-4dac-9d65-d6f1c8425359,a6f11f89-7db2-4274-a8b8-8b55227b81f7,CID-001,2025-05-23,1272.3,VISA,Completed,SampleGen
cf676017-35ba-4698-aeea-c4a823b706dd,3552bead-db60-4023-be71-413805b08d9a,CID-001,2025-06-17,239.24,VISA,Completed,SampleGen
28a24d94-e791-4d37-8d03-ea66a1b29f4f,ff5b168e-5b16-4ecc-ad7b-36a915bddf9f,CID-001,2025-07-14,1120.06,VISA,Completed,SampleGen
3f8fcd36-dcf5-47df-ad77-e6d6469f7a4a,7561062b-9c8a-4f8e-8b4a-4d13a10ac321,CID-001,2025-08-11,489.34,MC,Completed,SampleGen
f0e8f2ca-4d1e-46da-8218-b8ba131bc2be,75f425aa-e9a1-4797-9e5c-921e75cf4e2e,CID-001,2025-09-16,413.23,AmEx,Completed,SampleGen
c5d7c80c-002d-4450-9d64-c463da5f9038,865f9441-3787-4c9c-a0e3-391412ece1e7,CID-001,2025-10-28,2348.9,VISA,Completed,SampleGen
a0445a15-bb3f-4281-8c05-0552cae2499c,7b87828c-fa43-42d1-a071-fa514dbe4f94,CID-001,2025-11-26,1598.57,VISA,Completed,SampleGen
e2a9fbb6-00ac-429a-a689-39e511967d04,e19fb435-8896-495c-8e97-d6adc7304d17,CID-001,2025-12-28,1043.94,MC,Completed,SampleGen
b938e52c-d883-4b03-b80f-045d05e3171b,b7488d52-e66d-4bb6-bb9e-01ec7c004c6e,CID-001,2026-01-26,358.84,MC,Completed,SampleGen
4c769f1a-2984-4c53-afe6-829bba919143,de2e59a9-8aa8-4d2a-a914-cf9ad6646abf,CID-001,2026-03-01,1185.3,VISA,Completed,SampleGen
47e1b647-3ba8-4318-b2b2-fde1a096001b,ae96de40-b8c6-407d-b643-9e940be896b1,CID-001,2026-03-19,1315.8,VISA,Completed,SampleGen
8ed80512-a726-45a6-8a6e-8f1e5fecb7e5,9552a929-96d8-4e12-a9ee-01f750ab2e27,CID-001,2026-04-17,97.86,AmEx,Completed,SampleGen
b38097ff-5b4f-454f-85d3-26c3a1f2221e,e4d7f312-c319-44a9-a9ba-7bf3e2733e5c,CID-002,2025-01-26,2348.91,MC,Completed,SampleGen
75d7b3d3-7aaf-448d-a4c4-2092464b9053,2428e0a9-81f9-4c4d-87a6-c2168abfdc7e,CID-002,2025-02-23,1033.07,VISA,Completed,SampleGen
